Name,Year,Price,Rating,Country,Winetype,Boldness,Sweetness,Acidity,Link
Reserva 2016,2016,185,4.1,Spain,Red wine,66.9215,8.76206,56.899,https://www.vivino.com/DK/en/de-bardos-reserva/w/6773233?year=2016&price_id=22789679
Cabernet Franc 2010,2010,149.95,4.1,Argentina,Red wine,0,0,0,https://www.vivino.com/DK/en/el-enemigo-cabernet-franc/w/2342297?year=2010&price_id=9505260
Chianti Classico 2017,2017,175,4.1,Italy,Red wine,42.9968,6.23095,64.4249,https://www.vivino.com/DK/en/isole-e-olena-chianti-classico/w/77460?year=2017&price_id=23100873
Finca Azaya 2017,2017,139,4.1,Spain,Red wine,60.3008,10.0919,59.6462,https://www.vivino.com/DK/en/valduero-bodegas-y-vinedo-finca-azaya/w/4626238?year=2017&price_id=22736405
1 Uno Primitivo di Manduria 2019,2019,99,4.1,Italy,Red wine,66.9749,42.2731,15.0974,https://www.vivino.com/DK/en/la-volpe-one-uno-primitivo-di-manduria/w/3390935?year=2019&price_id=21858741
Ribera del Duero Red 2015,2015,175,4.1,Spain,Red wine,67.4375,15.8565,59.7965,https://www.vivino.com/DK/en/montecastro-ribera-del-duero-red/w/1101258?year=2015&price_id=22470025
Zinfandel 2019,2019,72,4.1,United States,Red wine,0,0,0,https://www.vivino.com/DK/en/woodhaven-zinfandel/w/1141692?year=2019&price_id=24683817
Byzantium Primitivo di Manduria 2018,2018,89,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/feudo-croce-byzantium-primitivo-di-manduria/w/1425998?year=2018&price_id=24254121
Santa Maria Valley Pinot Noir 2017,2017,199,4.1,United States,Red wine,51.485,15.2723,50.7951,https://www.vivino.com/DK/en/boen-us-santa-maria-valley-pinot-noir/w/6270255?year=2017&price_id=21956735
Appassite 2018,2018,82,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/nero-grande-appassite/w/4928570?year=2018&price_id=23028974
Châteauneuf-du-Pape 2017,2017,169,4.1,France,Red wine,0,0,0,https://www.vivino.com/DK/en/cellier-des-princes-chateauneuf-du-pape-chateauneuf-du-pape/w/5545138?year=2017&price_id=24284237
Appellation San Carlos Cabernet Franc 2018,2018,129.95,4.1,Argentina,Red wine,0,0,0,https://www.vivino.com/DK/en/catena-mendoza-appellation-san-carlos-cabernet-franc/w/2447444?year=2018&price_id=24400004
Lagrein Riserva Gries 2015,2015,195,4.1,Italy,Red wine,64.3841,17.0774,30.3567,https://www.vivino.com/DK/en/terlan-terlano-lagrein-riserva-gries/w/1211120?year=2015&price_id=22684459
Baía de Troia Castelão 2019,2019,79,4.1,Portugal,Red wine,68.8901,18.2337,42.039,https://www.vivino.com/DK/en/casa-ermelinda-freitas-baia-de-troia-castelao-terras-do-sado/w/6313183?year=2019&price_id=21368299
Tenuta San Giovanni Valdisanti 2010,2010,200,4.1,Italy,Red wine,51.891,4.50818,44.7696,https://www.vivino.com/DK/en/tolaini-tenuta-san-giovanni-valdisanti/w/1144380?year=2010&price_id=24091510
Bernardeschi Governo 2017,2017,79,4.1,Italy,Red wine,47.7953,24.7997,36.2505,https://www.vivino.com/DK/en/terrescure-bernardeschi-governo/w/6663622?year=2017&price_id=21279817
20 Aldeas 2018,2018,199.95,4.1,Spain,Red wine,76.9388,11.0581,32.4661,https://www.vivino.com/DK/en/condado-de-haza-twenty-aldeas/w/8377811?year=2018&price_id=23197393
Atteca Garnacha (Old Vines) 2017,2017,119,4.1,Spain,Red wine,85,10.4297,43.5844,https://www.vivino.com/DK/en/bodegas-ateca-atteca-garnacha-old-vines/w/1183710?year=2017&price_id=21647651
Pinot Noir (G Lot) 2015,2015,149.95,4.1,Argentina,Red wine,43.7715,10.3334,46.3267,https://www.vivino.com/DK/en/luca-pinot-noir-g-lot/w/74339?year=2015&price_id=9505359
Château du Vieux-Guinot Saint-Emilion Grand Cru 2015,2015,199,4.1,France,Red wine,76.3919,2.65034,50.7321,https://www.vivino.com/DK/en/fr-vignobles-rollet-chateau-du-vieux-guinot-saint-emilion-grand-cru/w/82777?year=2015&price_id=17910835
Phigaia (After The Red) 2015,2015,165,4.1,Italy,Red wine,62.0109,16.5545,31.1654,https://www.vivino.com/DK/en/serafini-and-vidotto-phigaia-after-the-red/w/1103507?year=2015&price_id=24421839
Gigondas 2016,2016,199.95,4.1,France,Red wine,67.1114,9.79429,53.7934,https://www.vivino.com/DK/en/bosquets-gigondas/w/1131176?year=2016&price_id=22683105
Single Vineyard Tannat 2018,2018,199.95,4.1,Uruguay,Red wine,85,11.849,62.283,https://www.vivino.com/DK/en/bodega-garzon-single-vineyard-tannat-maldonado-red-wine/w/5362375?year=2018&price_id=23281428
Appellation San Carlos Cabernet Franc 2016,2016,129.95,4.1,Argentina,Red wine,0,0,0,https://www.vivino.com/DK/en/catena-mendoza-appellation-san-carlos-cabernet-franc/w/2447444?year=2016&price_id=22682296
Pinot Noir Te Muna Road Vineyard 2015,2015,199.95,4.1,New Zealand,Red wine,23.2537,8.97086,61.3316,https://www.vivino.com/DK/en/craggy-range-pinot-noir-te-muna-road-vineyard/w/1665764?year=2015&price_id=22685091
Ribera del Duero 2016,2016,189,4.1,Spain,Red wine,66.0186,15.4225,60.5009,https://www.vivino.com/DK/en/bodegas-los-astrales-sl-ribera-del-duero/w/79962?year=2016&price_id=23282546
California Zinfandel 2015,2015,185,4.1,United States,Red wine,85,34.35,10.5267,https://www.vivino.com/DK/en/beran-california-zinfandel/w/3057856?year=2015&price_id=21276977
Pinot Noir 2019,2019,169,4.1,United States,Red wine,45.2266,10.2153,52.0932,https://www.vivino.com/DK/en/tuli-pinot-noir/w/3051936?year=2019&price_id=24160091
Cuvée Alexandre Carmenère (Apalta Vineyard) 2018,2018,159.95,4.1,Chile,Red wine,76.5618,7.28354,44.1913,https://www.vivino.com/DK/en/lapostolle-cuvee-alexandre-carmenere-apalta-vineyard/w/13756?year=2018&price_id=23344724
Rioja Reserva 2013,2013,139.95,4.1,Spain,Red wine,63.6687,9.58108,60.3587,https://www.vivino.com/DK/en/remelluri-rioja-reserva/w/89013?year=2013&price_id=22759731
Saint-Émilion Grand Cru 2015,2015,199,4.1,France,Red wine,0,0,0,https://www.vivino.com/DK/en/grand-pey-lescours-saint-emilion-grand-cru/w/1176940?year=2015&price_id=24750539
Opi Montepulciano d'Abruzzo Colline Teramane Riserva 2012,2012,165,4.1,Italy,Red wine,40.777,15.7816,63.6851,https://www.vivino.com/DK/en/farnese-opi-montepulciano-d-abruzzo-colline-teramane-riserva/w/21644?year=2012&price_id=23026889
Pillastro Selezione d'Oro Primitivo - Negroamaro 2019,2019,109,4.1,Italy,Red wine,67.6981,41.0393,11.8961,https://www.vivino.com/DK/en/due-palme-pillastro-selezione-d-oro-primitivo-negroamaro/w/1196465?year=2019&price_id=21562245
Sousão 2015,2015,199.95,4.1,Portugal,Red wine,84.7334,9.24745,48.6171,https://www.vivino.com/DK/en/quinta-do-vallado-sousao/w/16965?year=2015&price_id=22683557
Eneo Toscana 2014,2014,199,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/montepeloso-eneo-toscana/w/23366?year=2014&price_id=24546873
QS2 2016,2016,179,4.1,Spain,Red wine,67.4945,10.1562,44.9581,https://www.vivino.com/DK/en/quinta-sardonia-qs2/w/1137635?year=2016&price_id=23202441
Châteauneuf-du-Pape Closerie de Vaudieu Rouge 2018,2018,199.95,4.1,France,Red wine,79.9549,2.05526,44.1631,https://www.vivino.com/DK/en/vaudieu-chateauneuf-du-pape-closerie-de-vaudieu-rouge/w/1142894?year=2018&price_id=23236708
Margaux 2014,2014,199,4.1,France,Red wine,0,0,0,https://www.vivino.com/DK/en/grand-tayac-margaux/w/1170944?year=2014&price_id=24237942
Quattronotti Appassimento Special Edition Night Harvest 2018,2018,99,4.1,Italy,Red wine,84.2608,39.9046,21.7297,https://www.vivino.com/DK/en/montemajor-quattronotti-appassimento-special-edition-night-harvest/w/6262335?year=2018&price_id=21396946
Châteauneuf-du-Pape Closerie de Vaudieu Rouge 2019,2019,149.95,4.1,France,Red wine,79.9549,2.05526,44.1631,https://www.vivino.com/DK/en/vaudieu-chateauneuf-du-pape-closerie-de-vaudieu-rouge/w/1142894?year=2019&price_id=22949090
Monastrell 2014,2014,149,4.1,Spain,Red wine,49.0764,16.9878,56.0156,https://www.vivino.com/DK/en/terramagna-alter-ego-monastrell/w/5912303?year=2014&price_id=14005821
Gigondas 2015,2015,199.95,4.1,France,Red wine,65.1594,5.76421,54.0117,https://www.vivino.com/DK/en/domaine-du-cayron-gigondas/w/1102108?year=2015&price_id=22683184
Gigondas 2014,2014,199.95,4.1,France,Red wine,65.1594,5.76421,54.0117,https://www.vivino.com/DK/en/domaine-du-cayron-gigondas/w/1102108?year=2014&price_id=22683182
Pinot Noir Te Muna Road Vineyard 2017,2017,199.95,4.1,New Zealand,Red wine,23.2537,8.97086,61.3316,https://www.vivino.com/DK/en/craggy-range-pinot-noir-te-muna-road-vineyard/w/1665764?year=2017&price_id=22685093
Gamla Cabernet Sauvignon 2018,2018,149,4.1,Israel,Red wine,75.0084,13.9403,42.4821,https://www.vivino.com/DK/en/golan-heights-winery-gamla-cabernet-sauvignon/w/1223682?year=2018&price_id=23443005
Braccale Rosso 2017,2017,119,4.1,Italy,Red wine,48.8066,9.25269,47.5261,https://www.vivino.com/DK/en/jacopo-biondi-santi-braccale-rosso/w/82700?year=2017&price_id=23410677
Quercegobbe Merlot (Querce Gobbe) 2017,2017,199,4.1,Italy,Red wine,51.2606,15.2099,44.4111,https://www.vivino.com/DK/en/petra-quercegobbe-merlot-querce-gobbe/w/7157?year=2017&price_id=22735219
Sapaio Bolgheri Volpolo 2018,2018,149,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/podere-sapaio-sapaio-bolgheri-volpolo/w/1117028?year=2018&price_id=23900529
Montsant Braó Vinyes Velles de 60 Ans 2016,2016,150,4.1,Spain,Red wine,76.7053,16.365,54.5614,https://www.vivino.com/DK/en/acustic-celler-montsant-brao-vinyes-velles-de-60-ans/w/80369?year=2016&price_id=24601454
Poggio Valente 2017,2017,179,4.1,Italy,Red wine,50.5491,11.5191,47.018,https://www.vivino.com/DK/en/fattoria-le-pupille-poggio-valente-tuscany-red-wine/w/82694?year=2017&price_id=20355690
Il Maggio Chianti Classico 2011,2011,149,4.1,Italy,Red wine,41.7711,11.5782,66.9349,https://www.vivino.com/DK/en/it-piemaggio-il-maggio-chianti-classico/w/5688564?year=2011&price_id=22724428
Papios Rosso 2018,2018,125,4.1,Italy,Red wine,82.5097,23.9235,28.3128,https://www.vivino.com/DK/en/la-bollina-papios-rosso/w/7030657?year=2018&price_id=24831167
Zinfandel 2019,2019,84.95,4.1,Italy,Red wine,69.2311,51.2217,12.3073,https://www.vivino.com/DK/en/big-boys-zinfandel/w/4401105?year=2019&price_id=23005337
Campo Casalvegri Valpolicella Classico Superiore 2017,2017,159.95,4.1,Italy,Red wine,45.6328,17.4998,55.0377,https://www.vivino.com/DK/en/ca-la-bionda-campo-casalvegri-valpolicella-classico-superiore/w/1150434?year=2017&price_id=22788923
Le Bandite Chianti Classico Riserva 2015,2015,199,4.1,Italy,Red wine,50.5365,11.2752,66.8122,https://www.vivino.com/DK/en/lornano-le-bandite-chianti-classico-riserva/w/1173901?year=2015&price_id=24197733
Cabernet Sauvignon - Merlot 2018,2018,199,4.1,South Africa,Red wine,65.5312,12.7221,61.4622,https://www.vivino.com/DK/en/aaldering-cabernet-sauvignon-merlot/w/1245084?year=2018&price_id=24517453
Bourbon Barrel Aged Cabernet Sauvignon 2019,2019,99,4.1,Spain,Red wine,0,0,0,https://www.vivino.com/DK/en/castillo-de-aresan-bourbon-barrel-aged-cabernet-sauvignon/w/8119399?year=2019&price_id=24621294
Fulgeo Negroamaro Salento 2016,2016,149,4.1,Italy,Red wine,84.1501,31.9371,22.0414,https://www.vivino.com/DK/en/san-donaci-fulgeo-negroamaro-salento/w/1956147?year=2016&price_id=23692508
Temporis Côtes-du-Rhône-Villages 'Plan de Dieu' 2018,2018,139,4.1,France,Red wine,64.8396,7.18132,44.4313,https://www.vivino.com/DK/en/pierre-vidal-temporis-plan-de-dieu/w/1495714?year=2018&price_id=23026891
Vacqueyras La Grangelière 2018,2018,180,4.1,France,Red wine,66.5545,4.45686,51.6934,https://www.vivino.com/DK/en/pierre-amadieu-vacqueyras-la-grangeliere/w/73853?year=2018&price_id=24117429
Chianti Classico 2017,2017,185,4.1,Italy,Red wine,49.2924,7.41857,65.6479,https://www.vivino.com/DK/en/castello-dei-rampolla-chianti-classico/w/23388?year=2017&price_id=22683888
Le Crosare Valpolicella Ripasso Classico Superiore 2018,2018,165,4.1,Italy,Red wine,62.4635,32.006,26.0786,https://www.vivino.com/DK/en/lenotti-le-crosare-valpolicella-ripasso-classico-superiore/w/1134864?year=2018&price_id=23163650
Casino delle Vie 2016,2016,169.95,4.1,Italy,Red wine,43.3242,9.50709,43.0417,https://www.vivino.com/DK/en/tenuta-il-palagio-casino-delle-vie/w/1384630?year=2016&price_id=22683755
Sogni e Follia Rosso di Montalcino 2016,2016,195,4.1,Italy,Red wine,43.0777,5.67274,50.5259,https://www.vivino.com/DK/en/podere-le-ripi-sogni-e-follia-rosso-di-montalcino/w/6785365?year=2016&price_id=24091414
Quona Chianti Rùfina Riserva 2016,2016,199,4.1,Italy,Red wine,49.93,8.17509,63.4478,https://www.vivino.com/DK/en/i-veroni-quona-chianti-rufina-riserva/w/5905608?year=2016&price_id=23369684
Côtes de Castillon 2018,2018,199,4.1,France,Red wine,67.1876,8.35546,64.2197,https://www.vivino.com/DK/en/chateau-la-clariere-laithwaite-cotes-de-castillon-cotes-de-castillon/w/1273974?year=2018&price_id=20944499
Cliff Edge Shiraz 2018,2018,175,4.1,Australia,Red wine,83.3998,19.9873,44.2358,https://www.vivino.com/DK/en/mount-langi-ghiran-pty-ltd-cliff-edge-shiraz/w/1650345?year=2018&price_id=23457521
Le Roi Boeuf Fête des Boeufs Gras de Bazas 2016,2016,129,4.1,France,Red wine,0,0,0,https://www.vivino.com/DK/en/lionel-osmin-cie-le-roi-boeuf-fete-des-boeufs-gras-de-bazas/w/7195764?year=2016&price_id=24541690
Mammasanta Primitivo di Manduria 2017,2017,99,4.1,Italy,Red wine,69.0303,47.6216,12.0875,https://www.vivino.com/DK/en/montemajor-mammasanta-primitivo-di-manduria/w/3659716?year=2017&price_id=22699381
Les Coteaux Schisteux Côtes du Rhône Villages Séguret 2017,2017,179,4.1,France,Red wine,65.1538,9.38333,54.7225,https://www.vivino.com/DK/en/boutinot-les-coteaux-schisteux-cotes-du-rhone-villages-seguret/w/1631594?year=2017&price_id=23080360
Primitivo di Manduria 15 2016,2016,99,4.1,Italy,Red wine,81.7052,44.5425,15.5931,https://www.vivino.com/DK/en/regia-maesta-primitivo-di-manduria-15-primitivo-di-manduria-red-wine/w/5292437?year=2016&price_id=17206247
Le Roi Cabernet Sauvignon 2017,2017,139.95,4.1,United States,Red wine,81.6333,10.677,40.216,https://www.vivino.com/DK/en/de-loach-vineyards-le-roi-cabernet-sauvignon-sonoma-coast/w/6202407?year=2017&price_id=22796830
Reserva 2014,2014,115,4.1,Spain,Red wine,64.0033,9.56501,61.0507,https://www.vivino.com/DK/en/pedro-martinez-alesanco-reserva/w/1139497?year=2014&price_id=23007788
Cuvée Cathare 2019,2019,79,4.1,France,Red wine,69.6631,14.8151,60.0112,https://www.vivino.com/DK/en/rex-mundi-cuvee-cathare-vin-de-pays-doc/w/5766321?year=2019&price_id=21602796
Pinot Noir (G Lot) 2016,2016,149.95,4.1,Argentina,Red wine,43.7715,10.3334,46.3267,https://www.vivino.com/DK/en/luca-pinot-noir-g-lot/w/74339?year=2016&price_id=23857866
Chianti Classico Riserva 2014,2014,169,4.1,Italy,Red wine,50.7804,4.55393,62.3878,https://www.vivino.com/DK/en/il-molino-di-grace-chianti-classico-riserva/w/22438?year=2014&price_id=24091371
Tinto 2016,2016,199,4.1,Spain,Red wine,64.5689,11.263,61.198,https://www.vivino.com/DK/en/bodegas-montebaco-tinto/w/100384?year=2016&price_id=17682466
Appassimento 2018,2018,99,4.1,Italy,Red wine,85,31.9489,22.4517,https://www.vivino.com/DK/en/vallone-appassimento-cb76a0/w/6357800?year=2018&price_id=22354316
Senes Cannonau de Sardegna Riserva 2016,2016,149,4.1,Italy,Red wine,65.9739,5.82798,43.9697,https://www.vivino.com/DK/en/argiolas-senes-cannonau-de-sardegna-riserva/w/4342380?year=2016&price_id=24460178
Cuvée Tradition Gigondas 2018,2018,189,4.1,France,Red wine,66.5434,6.47419,54.4189,https://www.vivino.com/DK/en/domaine-du-gour-de-chaule-cuvee-tradition-gigondas/w/1178837?year=2018&price_id=23057088
Massimino 2015,2015,134,4.1,Italy,Red wine,70.2112,25.7661,35.5425,https://www.vivino.com/DK/en/venturini-5538-massimino/w/1931161?year=2015&price_id=19712654
Tzingarella 2018,2018,129,4.1,Italy,Red wine,47.5593,1.91217,44.7221,https://www.vivino.com/DK/en/monte-bernardi-tzingarella/w/4737818?year=2018&price_id=23061818
Reserva Malbec 2019,2019,119,4.1,Argentina,Red wine,67.8535,17.3502,33.9294,https://www.vivino.com/DK/en/opi-aka-rodolfo-sadler-reserva-malbec/w/1175634?year=2019&price_id=24174348
Yarden Syrah 2017,2017,199,4.1,Israel,Red wine,77.5502,16.2771,42.9111,https://www.vivino.com/DK/en/golan-heights-winery-yarden-syrah/w/1151307?year=2017&price_id=22809237
Cup 2017,2017,125,4.1,Spain,Red wine,0,0,0,https://www.vivino.com/DK/en/son-prim-cup/w/1183252?year=2017&price_id=23250829
Cuvée Shyrus Côtes du Rhône Villages 2018,2018,170,4.1,France,Red wine,69.3178,14.8056,55.0127,https://www.vivino.com/DK/en/fond-croze-cuvee-shyrus-cotes-du-rhone-villages/w/1160444?year=2018&price_id=24117424
4 Ogniquattro Montepulciano d'Abruzzo 2019,2019,100,4.1,Italy,Red wine,45.2109,24.4783,66.4783,https://www.vivino.com/DK/en/ca-del-moro-abruzzo-four-ogniquattro-montepulciano-d-abruzzo/w/4730399?year=2019&price_id=24707567
Clos Beatus Ille Côtes du Rhône 2019,2019,179.95,4.1,France,Red wine,62.7589,7.5582,54.3679,https://www.vivino.com/DK/en/domaine-saint-prefert-clos-beatus-ille-cotes-du-rhone/w/1506976?year=2019&price_id=24246388
18 Meses Special Edition 2016,2016,139,4.1,Spain,Red wine,72.8631,7,48.0327,https://www.vivino.com/DK/en/balsion-eighteen-meses-special-edition/w/7970764?year=2016&price_id=22896552
Rasteau 2017,2017,180,4.1,France,Red wine,66.0999,19.8861,54.2138,https://www.vivino.com/DK/en/fond-croze-rasteau/w/1160443?year=2017&price_id=24117452
Givry 2016,2016,199,4.1,France,Red wine,18.5726,0.0001,67.9848,https://www.vivino.com/DK/en/louis-latour-givry/w/7290?year=2016&price_id=23457559
ZFD Edizione Suprema Zinfandel 2019,2019,99,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/savoni-zfd-edizione-suprema-zinfandel/w/7473580?year=2019&price_id=23793855
Hi 2015,2015,199,4.1,Spain,Red wine,52.0954,16.7697,53.8454,https://www.vivino.com/DK/en/finca-bacara-hi/w/7132581?year=2015&price_id=18390311
Langhe Nebbiolo 2015,2015,139,4.1,Italy,Red wine,65.5503,0.0001,85,https://www.vivino.com/DK/en/tenuta-barac-langhe-nebbiolo/w/5977630?year=2015&price_id=23006232
Corbières Boutenac 2014,2014,149,4.1,France,Red wine,71.8923,11.8346,63.0346,https://www.vivino.com/DK/en/chateau-saint-louis-corbieres-boutenac/w/2870385?year=2014&price_id=14032764
Brunello di Montalcino 2016,2016,179.05,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/cordella-brunello-di-montalcino/w/1150165?year=2016&price_id=24056217
Premium 2017,2017,199,4.1,France,Red wine,74.421,14.5075,65.4371,https://www.vivino.com/DK/en/camplazens-premium/w/1711274?year=2017&price_id=19087944
Aglaea Nerello Mascalese 2019,2019,149,4.1,Italy,Red wine,67.6016,20.1796,36.4517,https://www.vivino.com/DK/en/aglaea-aglaea-nerello-mascalese/w/3985363?year=2019&price_id=22632259
Terra Solla Syrah 2016,2016,175,4.1,Italy,Red wine,47.8544,8.56993,46.2893,https://www.vivino.com/DK/en/cantina-canaio-terra-solla-syrah/w/7199053?year=2016&price_id=21485951
Tradition Sancerre Rouge 2017,2017,169.95,4.1,France,Red wine,27.1,0.0001,76.7786,https://www.vivino.com/DK/en/bernard-fleuriet-et-fils-tradition-sancerre-rouge/w/2323994?year=2017&price_id=23857864
Cumulo Nimbus Minervois 2017,2017,159,4.1,France,Red wine,0,0,0,https://www.vivino.com/DK/en/abbotts-cumulo-nimbus-minervois/w/1915312?year=2017&price_id=23363859
Music Room 2017,2017,139,4.1,South Africa,Red wine,0,0,0,https://www.vivino.com/DK/en/flagstone-music-room/w/1729938?year=2017&price_id=23219618
Lotto Unico 2017,2017,129,4.1,Italy,Red wine,49.593,27.8144,44.9835,https://www.vivino.com/DK/en/terrescure-lotto-unico/w/6820967?year=2017&price_id=23184532
Cascina Perno Barbera d'Asti Superiore 2017,2017,199,4.1,Italy,Red wine,57.4602,5.15776,62.1562,https://www.vivino.com/DK/en/poderi-rosso-giovanni-cascina-perno-barbera-d-asti-superiore-barbera-dasti/w/1174790?year=2017&price_id=22311785
Marziacanale Taurasi 2013,2013,179,4.1,Italy,Red wine,79.5315,21.4073,31.4344,https://www.vivino.com/DK/en/vinosia-marziacanale-taurasi/w/21213?year=2013&price_id=23944770
La Part des Anges Côtes du Rhône 2015,2015,149,4.1,France,Red wine,0,0,0,https://www.vivino.com/DK/en/chateau-malijay-la-part-des-anges-cotes-du-rhone/w/1993351?year=2015&price_id=23125688
Three Men in a Tub with a Rubber Duck 2018,2018,110,4.1,South Africa,Red wine,0,0,0,https://www.vivino.com/DK/en/za-black-elephant-vintners-three-men-in-a-tub-with-a-rubber-duck/w/6316177?year=2018&price_id=23046102
Rosso di Montalcino 2019,2019,129.95,4.1,Italy,Red wine,43.0099,3.19135,47.872,https://www.vivino.com/DK/en/argiano-rosso-di-montalcino/w/2891?year=2019&price_id=23054415
La Touge 2018,2018,199,4.1,France,Red wine,64.1735,12.0631,62.7198,https://www.vivino.com/DK/en/chateau-maris-la-touge/w/2258568?year=2018&price_id=23719184
Celestino Rosso di Toscana 2017,2017,200,4.1,Italy,Red wine,43.0402,0.0001,50.4441,https://www.vivino.com/DK/en/pecci-celestino-rosso-di-toscana/w/1396700?year=2017&price_id=24117708
Corazón Loco Premium 2014,2014,179,4.1,Spain,Red wine,65.3051,21.797,47.8757,https://www.vivino.com/DK/en/es-iniesta-corazon-loco-premium/w/3753790?year=2014&price_id=18860720
Châteauneuf-du-Pape Reserve 2018,2018,178,4.1,France,Red wine,85,7.59141,50.2566,https://www.vivino.com/DK/en/cellier-des-princes-chateauneuf-du-pape-reserve/w/1195637?year=2018&price_id=22973975
Margaux 2017,2017,199,4.1,France,Red wine,63.5926,3.32456,76.9771,https://www.vivino.com/DK/en/chateau-soussans-margaux/w/1181946?year=2017&price_id=23859192
Family Collection 2016,2016,199,4.1,Spain,Red wine,72.3931,4.74237,53.1264,https://www.vivino.com/DK/en/es-trenza-family-collection/w/6639697?year=2016&price_id=23962552
Cabernet Sauvignon 2018,2018,139,4.1,Spain,Red wine,0,0,0,https://www.vivino.com/DK/en/son-prim-cabernet-sauvignon/w/2895989?year=2018&price_id=23250856
Las Firmas Mencia 2018,2018,169,4.1,Spain,Red wine,58.9099,12.0233,63.583,https://www.vivino.com/DK/en/cesar-marquez-perez-las-firmas-mencia/w/7275568?year=2018&price_id=24091428
Mercurey 1er Cru 'La Bondue' 2012,2012,199.95,4.1,France,Red wine,25.7517,0.0001,65.0842,https://www.vivino.com/DK/en/domaine-de-suremain-mercurey-1er-cru-la-bondue/w/19146?year=2012&price_id=9504799
Syrah 2012,2012,169,4.1,Italy,Red wine,52.4382,0.0001,39.111,https://www.vivino.com/DK/en/il-palazzo-syrah/w/3263623?year=2012&price_id=19336359
Rocche dei 7 Fratelli Barbaresco 2017,2017,200,4.1,Italy,Red wine,57.8044,0.984543,85,https://www.vivino.com/DK/en/lodali-rocche-dei-7-fratelli-barbaresco/w/1255321?year=2017&price_id=24091644
Ribera del Duero Tinto 2017,2017,179.95,4.1,Spain,Red wine,64.3812,12.6253,61.5694,https://www.vivino.com/DK/en/cepa-21-ribera-del-duero-tinto/w/97712?year=2017&price_id=24686208
Spätburgunder 2017,2017,119,4.1,Germany,Red wine,5.92507,6.02109,73.3709,https://www.vivino.com/DK/en/friedrich-becker-spatburgunder-pfalz/w/6460360?year=2017&price_id=23997623
Collezione in Botte Rosso Passo 2018,2018,139,4.1,Italy,Red wine,62.0512,17.4326,20.6195,https://www.vivino.com/DK/en/lenotti-collezione-botte-rosso-passo/w/6334333?year=2018&price_id=24019992
Appassimento Rosso 2020,2020,99,4.1,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/capo-zafferano-appassimento-rosso/w/5821608?year=2020&price_id=24858223
Reserva Tannat 2017,2017,99,4.0,Uruguay,Red wine,0,0,0,https://www.vivino.com/DK/en/bodega-garzon-reserva-tannat/w/1236752?year=2017&price_id=23647355
Pinot Noir 2016,2016,179,4.0,United States,Red wine,0,0,0,https://www.vivino.com/DK/en/elouan-pinot-noir/w/2663076?year=2016&price_id=24811007
Crianza 2015,2015,190,4.0,Spain,Red wine,65.6511,11.6391,59.5411,https://www.vivino.com/DK/en/protos-crianza/w/1135271?year=2015&price_id=21479460
Pinot Noir 2019,2019,99,4.0,United States,Red wine,0,0,0,https://www.vivino.com/DK/en/bread-and-butter-pinot-noir/w/1724151?year=2019&price_id=24653687
Cabernet Sauvignon 2015,2015,129.95,4.0,Argentina,Red wine,66.8454,9.45897,44.0675,https://www.vivino.com/DK/en/catena-mendoza-cabernet-sauvignon/w/1268655?year=2015&price_id=22682099
Pinot Noir Santa Barbara County 2018,2018,199,4.0,United States,Red wine,40.3336,7.42439,54.6758,https://www.vivino.com/DK/en/au-bon-climat-winery-pinot-noir-santa-barbara-county/w/1714603?year=2018&price_id=23237904
Amicone 2017,2017,65,4.0,Italy,Red wine,0,0,0,https://www.vivino.com/DK/en/cantine-di-ora-amicone-veneto-red-wine/w/1500493?year=2017&price_id=23912436
Curioso Grand Edizione 2016,2016,149,4.0,Italy,Red wine,52.4744,27.5756,38.3505,https://www.vivino.com/DK/en/ponte-lungo-curioso-grand-edizione/w/6513593?year=2016&price_id=21044380
Carmenère 2015,2015,179,4.0,Chile,Red wine,74.6023,10.9646,41.5636,https://www.vivino.com/DK/en/montes-alpha-carmenere/w/71304?year=2015&price_id=14491245
Silencio 2018,2018,149,4.0,Spain,Red wine,63.7517,13.2345,44.7436,https://www.vivino.com/DK/en/habla-silencio/w/1250095?year=2018&price_id=24360016
Pizzella Malbec (Pizzella Family Vineyard) 2017,2017,99.95,4.0,Argentina,Red wine,65.0704,18.9837,35.0493,https://www.vivino.com/DK/en/la-posta-pizzella-malbec-pizzella-family-vineyard/w/23293?year=2017&price_id=22681804
Petite Sirah 2018,2018,125,4.0,United States,Red wine,78.6577,16.2349,53.3031,https://www.vivino.com/DK/en/mcmanis-family-vineyards-petite-sirah/w/2232?year=2018&price_id=24365426
Freakshow Cabernet Sauvignon 2015,2015,199,4.0,United States,Red wine,85,9.17005,43.4808,https://www.vivino.com/DK/en/michael-david-winery-freakshow-cabernet-sauvignon/w/1230926?year=2015&price_id=19949265
Post Scriptum (de Chryseia) Douro 2017,2017,199,4.0,Portugal,Red wine,80.2202,13.8172,43.0502,https://www.vivino.com/DK/en/chryseia-post-scriptum-de-chryseia-douro/w/1290538?year=2017&price_id=18922087
